datetext,no2_Putney,nox_Putney,no2_PutneyHS,nox_PutneyHS,no2_PutneyHSF,nox_PutneyHSF,wd,ws,temp
01/01/2016 00:00,12.8,9.8,,,102,243,243.3,1.9,2.2
01/01/2016 01:00,16.9,14.4,,,120.7,372.29999,229.4,1.6,1.3
01/01/2016 02:00,47.9,74.3,,,57.4,110.9,217.9,1.6,1.3
01/01/2016 03:00,64.6,107.4,,,55.5,88.1,196.8,1.1,1.6
01/01/2016 04:00,59.2,90.4,,,59.5,111.4,143.1,1,1
01/01/2016 05:00,54.2,73.5,,,50.9,80.4,121.4,1.4,0.3
01/01/2016 06:00,59.2,89.5,,,52.2,75.7,100.7,1.6,-0.3
01/01/2016 07:00,78.9,163.39999,,,61.5,128.2,94.6,1.9,-0.6
01/01/2016 08:00,94.3,186.2,,,62.6,131.7,102.5,2.1,-0.6
01/01/2016 09:00,74.7,115.9,,,49.3,84.6,107.2,2.5,0.7
01/01/2016 10:00,33.5,45.6,,,27,39,115.7,2.8,2.3
01/01/2016 11:00,32.1,47.1,,,18.8,24.7,120.1,3.4,4.3
01/01/2016 12:00,30.6,44.2,,,17.9,23.5,130,4.1,5.9
01/01/2016 13:00,29.6,44.2,,,22.4,31.4,137.8,4.4,6.7
01/01/2016 14:00,26,36,,,22.7,30.9,138.2,4.8,7.1
01/01/2016 15:00,30.6,43.8,,,21.3,27.7,146.3,4.7,7.8
01/01/2016 16:00,28.7,43.4,,,20.8,27.3,147.8,5.4,7.8
01/01/2016 17:00,26.6,38.6,,,15.3,18.1,139.5,5.3,7.7
01/01/2016 18:00,23.1,33.3,,,11.9,14.8,137.6,5.3,7.5
01/01/2016 19:00,21.5,29,,,14.1,16.1,140.5,5.2,7.1
01/01/2016 20:00,20.5,28.1,,,13.4,15,139,5.1,7.4
01/01/2016 21:00,20.1,29.1,,,11.1,13.7,142.9,5.7,8.6
01/01/2016 22:00,20.1,28.6,,,10.9,11.5,145.6,5.5,9
01/01/2016 23:00,17,24.3,,,9.3,10.3,153.8,5.8,9.5
02/01/2016 00:00,12.3,18,,,7.7,8.1,152.3,5.4,9.1
02/01/2016 01:00,2.7,3,,,5.8,5.9,152.7,5.8,9.6
02/01/2016 02:00,5.4,7.5,,,6.7,7.3,157.6,5.6,9.8
02/01/2016 03:00,4.3,5.6,,,7.8,9.2,157.9,5.2,9.4
02/01/2016 04:00,6,9.5,,,8.9,10,157.9,5.8,9.4
02/01/2016 05:00,8.1,14.4,,,6.8,8.7,154.4,6.2,9.5
02/01/2016 06:00,16.4,29.5,,,11.9,16.4,157.8,6.2,9.5
02/01/2016 07:00,19.9,31,,,14.7,22,163.9,6.7,9.8
02/01/2016 08:00,31.7,50.4,,,18.8,30.8,164.2,5.9,9.9
02/01/2016 09:00,38.6,65.5,,,24.3,36.8,154.8,5.6,10.1
02/01/2016 10:00,36.5,60.7,,,24.1,37.4,150.6,5.4,10
02/01/2016 11:00,43.2,70,,,24.9,43.1,147.2,5.2,9.9
02/01/2016 12:00,47.8,77.3,,,23.1,35.2,124.3,4.9,9.5
02/01/2016 13:00,45.2,72.5,,,20.7,32.6,112.7,4.7,9.3
02/01/2016 14:00,57.2,94.9,,,28.8,46,109.1,1.9,9.6
02/01/2016 15:00,69.8,119.2,,,49.9,82.7,298.7,2.1,9.4
02/01/2016 16:00,63.3,112.9,,,153.8,364.20001,281.5,3.6,9.2
02/01/2016 17:00,64.3,126.6,,,157.39999,406.29999,272.1,3.7,7.8
02/01/2016 18:00,38,58.2,,,134.5,317.89999,265.9,4,7.3
02/01/2016 19:00,17.8,20.9,,,86,193.7,268.2,4,8.3
02/01/2016 20:00,17.4,21.9,,,80.5,198.5,268,3.3,8.4
02/01/2016 21:00,13.8,15.6,,,62.7,143.60001,271.1,3.4,8.8
02/01/2016 22:00,12.3,14.2,,,67.6,160.89999,275.1,6.7,9.5
02/01/2016 23:00,11.9,17.2,,,52,121.7,269,6.4,9.5
03/01/2016 00:00,5.3,7.5,,,54.4,112,260.9,6.4,8.9
03/01/2016 01:00,2,4.3,,,39.8,77.1,260.8,6.1,8.4
03/01/2016 02:00,-0.7,0.3,,,26.1,51.6,255.2,5.3,7.5
03/01/2016 03:00,0.8,2.3,,,21.5,40.1,246.1,4.4,6.1
03/01/2016 04:00,12.9,15.4,,,51.2,91.2,234.1,3.4,5.5
03/01/2016 05:00,27.6,43.6,,,65.5,131.2,189.4,2.1,4.4
03/01/2016 06:00,39.5,52.4,,,36.2,56.8,153.6,2.6,4.7
03/01/2016 07:00,42.5,55.4,,,29.7,36.3,182,4.5,7.4
03/01/2016 08:00,32,45.2,,,27.4,42.1,183,5.6,8.6
03/01/2016 09:00,38,60.8,,,24.3,41.6,178,5.4,9
03/01/2016 10:00,31.8,50.7,,,25.1,41.2,176.5,6.5,9.2
03/01/2016 11:00,34.4,54.6,,,24.1,45.9,175.9,7.1,9.2
03/01/2016 12:00,35.6,59,,,24.6,43.2,175.2,6.4,9.2
03/01/2016 13:00,36.5,59.1,,,23.3,43.1,183.6,5.2,9.6
03/01/2016 14:00,39.1,61,,,71.9,135.8,215,3.6,10
03/01/2016 15:00,47.6,68.8,,,103,235.3,232.3,3.6,9.7
03/01/2016 16:00,68.1,100.4,,,165.89999,385.60001,231.4,3.3,8.9
03/01/2016 17:00,63.6,82,,,187.7,492.79999,240,3.2,8.1
03/01/2016 18:00,52.3,64.6,,,156.89999,407.89999,238.2,2.7,7.2
03/01/2016 19:00,72.8,106.9,,,148,399.39999,235.9,3.1,6.7
03/01/2016 20:00,70.3,105,,,124.8,351.60001,232.8,2.8,6.3
03/01/2016 21:00,66.5,91.9,,,115.2,281.29999,239.1,3.2,6.6
03/01/2016 22:00,54.5,82.3,,,104.8,272.29999,225.3,3.2,6.5
03/01/2016 23:00,45.5,61.4,,,93.6,217.8,212.3,2.5,5.9
04/01/2016 00:00,30,35.1,,,61.7,128.60001,NA,NA,NA
04/01/2016 01:00,19.3,22.9,,,51.8,90.3,NA,NA,NA
04/01/2016 02:00,18.3,28.6,,,48.3,90,NA,NA,NA
04/01/2016 03:00,12.9,14.6,,,38.2,65,NA,NA,NA
04/01/2016 04:00,14.6,21.4,,,36.6,70.2,NA,NA,NA
04/01/2016 05:00,24.4,35,,,66.4,151.10001,NA,NA,NA
04/01/2016 06:00,61.3,124.4,,,67.1,147.8,NA,NA,NA
04/01/2016 07:00,69.9,122.5,,,102.6,217.2,NA,NA,NA
04/01/2016 08:00,69,124.5,,,77.6,165.60001,NA,NA,NA
04/01/2016 09:00,63.3,114.3,,,86.8,194.60001,NA,NA,NA
04/01/2016 10:00,62.6,109,,,122.5,292.89999,NA,NA,NA
04/01/2016 11:00,62,105.7,,,139.3,384.60001,NA,NA,NA
04/01/2016 12:00,63.4,103.3,,,140.8,366.70001,NA,NA,NA
04/01/2016 13:00,68.4,118.9,,,137.5,337.5,NA,NA,NA
04/01/2016 14:00,71.4,119.9,,,138.60001,393.60001,NA,NA,NA
04/01/2016 15:00,75.7,131.10001,,,133.60001,363.5,NA,NA,NA
04/01/2016 16:00,81.9,141.3,,,146.39999,349.10001,NA,NA,NA
04/01/2016 17:00,71.9,130.2,,,106.9,240.39999,NA,NA,NA
04/01/2016 18:00,64.1,105.5,,,89.2,212.39999,NA,NA,NA
04/01/2016 19:00,58,84.2,,,116.9,251.8,NA,NA,NA
04/01/2016 20:00,47.2,67.3,,,60.3,113.7,NA,NA,NA
04/01/2016 21:00,44.7,63.9,,,47.3,80.4,NA,NA,NA
04/01/2016 22:00,41,56.7,,,35.1,62,NA,NA,NA
04/01/2016 23:00,35.1,52.8,,,30.7,50.5,NA,NA,NA
05/01/2016 00:00,15.3,23.3,,,29,58.6,188.1,4,7.4
05/01/2016 01:00,13.1,16.9,,,25.5,43.2,190.6,3.9,8.1
05/01/2016 02:00,8.9,11.7,,,20,33.5,199,3.9,8.1
05/01/2016 03:00,9.5,14.2,,,23.1,36.4,193.5,3.3,8.2
05/01/2016 04:00,18.7,27.3,,,25.4,45.9,181.5,2.3,7.2
05/01/2016 05:00,36,59.4,,,56.1,124.2,167.8,2.5,6.5
05/01/2016 06:00,75.5,175,,,71.3,156.39999,171.8,2.1,6.1
05/01/2016 07:00,121.3,324,,,106.1,265.29999,181.5,2.4,6.5
05/01/2016 08:00,126.7,380.39999,,,85.9,210.2,173,2.4,6.8
05/01/2016 09:00,102.5,274.60001,,,98,281.79999,176.4,2.2,7
05/01/2016 10:00,92.7,215.5,,,121.4,296.79999,181.3,1.9,7.2
05/01/2016 11:00,71.2,138.3,,,175.60001,529,191.9,1.7,7.8
05/01/2016 12:00,72,121.9,,,158.10001,486.70001,203.5,1.4,8.5
05/01/2016 13:00,74.5,124.8,,,180.60001,546.40002,205,1.3,8.4
05/01/2016 14:00,90.3,189.89999,,,142.60001,386.70001,246.3,0.3,7.8
05/01/2016 15:00,85.9,141.89999,,,75.9,152.39999,293.9,1.4,6.8
05/01/2016 16:00,99.8,218.60001,,,75.6,137.2,289.9,1.6,7.3
05/01/2016 17:00,105.7,244.89999,,,98.3,201,285.6,1.8,7.4
05/01/2016 18:00,92.1,217.3,,,114.6,280.60001,271.2,1.8,6.8
05/01/2016 19:00,87.3,162,,,186.5,522.79999,277.8,1.6,6.3
05/01/2016 20:00,72.8,93.1,,,149.2,452.29999,299.8,1.6,5.8
05/01/2016 21:00,60.4,72.3,,,111.5,319.10001,309.2,2,5.4
05/01/2016 22:00,65.6,103.4,,,76.3,164.2,319.8,1.9,4.9
05/01/2016 23:00,64.5,121.4,,,61,130.8,336.5,1.4,4.7
06/01/2016 00:00,61.9,111.7,,,59.5,124.2,214.2,0.3,1.4
06/01/2016 01:00,58,95.6,,,53.2,99.2,198.5,0.2,1.4
06/01/2016 02:00,54.9,85.6,,,60.8,168.8,255.1,1.2,2.7
06/01/2016 03:00,52.9,84.7,,,53.9,150.8,307.9,0.8,3.2
06/01/2016 04:00,55.9,96.9,,,56.7,173.3,311.7,1.3,3.6
06/01/2016 05:00,60,123.6,,,64.6,211.5,322.2,0.7,3.8
06/01/2016 06:00,72.7,173.7,,,140.10001,663.70001,332.9,1.4,4.2
06/01/2016 07:00,80.7,256.20001,,,269.29999,1088.5,332.1,1.2,4.3
06/01/2016 08:00,86.6,344.60001,,,248.39999,1088.59998,334.9,1.6,4.6
06/01/2016 09:00,89.9,419.39999,,,219,1031.59998,344.9,1.3,4.8
06/01/2016 10:00,87.8,360.20001,,,211.7,959.09998,347.8,1.3,5.1
06/01/2016 11:00,85.3,248.10001,,,202.60001,850.09998,326.1,1.8,5.3
06/01/2016 12:00,73.3,215.7,,,178.89999,738.5,337.2,1.7,5.6
06/01/2016 13:00,91,192.89999,,,177.39999,742.5,314.5,1.6,5.9
06/01/2016 14:00,83,173,,,174.39999,639.40002,295.9,1.3,6
06/01/2016 15:00,87.7,181.8,,,146.39999,556.29999,264,1.9,5.7
06/01/2016 16:00,99.7,213.89999,,,90.4,257.5,246,1.5,5.4
06/01/2016 17:00,96.3,223.2,,,121.2,401.60001,205.9,1.3,5.4
06/01/2016 18:00,103.4,251.39999,,,74.9,203,187.4,1.6,5.4
06/01/2016 19:00,97,236.39999,,,65,172.39999,188,2.4,4.6
06/01/2016 20:00,91.5,210.7,,,60.5,150.2,169.2,2.9,4.2
06/01/2016 21:00,79.1,158.3,,,54.6,117,161.5,3.3,4.2
06/01/2016 22:00,71.9,134.10001,,,48.2,82.6,160.8,3.3,5
06/01/2016 23:00,55.1,91.9,,,39.2,53.8,158.5,4.1,6.8
07/01/2016 00:00,35.3,48.8,,,23,30.6,160.8,3.8,7.1
07/01/2016 01:00,22.4,30.7,,,18,21.2,166.8,4.6,7.9
07/01/2016 02:00,17.7,25.1,,,11,15.9,171.1,5.8,8.2
07/01/2016 03:00,8.5,12.5,,,6.4,8.9,164.6,6.3,7.9
07/01/2016 04:00,6,10.1,,,6.2,9.6,151.9,5.5,8.2
07/01/2016 05:00,18,31,,,12.7,21.7,175.7,6.5,8.5
07/01/2016 06:00,36.6,59.7,,,37.8,71.6,193.3,4.5,9.3
07/01/2016 07:00,64.1,117.5,,,47.3,87,255.4,5.1,9.8
07/01/2016 08:00,86.3,162.7,,,140.8,411.10001,252.6,4.9,9.2
07/01/2016 09:00,71.8,117.6,,,183.3,549.79999,265.6,7,9.5
07/01/2016 10:00,42.6,52.6,,,124.2,370.5,295.8,6.5,9
07/01/2016 11:00,32.6,44.9,,,202.7,529.5,291.3,7.1,9.2
07/01/2016 12:00,12.2,15.3,,,136.3,314.5,294.3,7.4,9.1
07/01/2016 13:00,10.2,13.4,,,107,256,291.9,6.7,8.5
07/01/2016 14:00,8.7,11.5,,,114.1,289.60001,283.4,5.8,7.5
07/01/2016 15:00,25.3,29.5,,,147.7,422.10001,281,5,6.5
07/01/2016 16:00,27.8,31.5,,,176.60001,532,265.6,3.7,5.6
07/01/2016 17:00,25.8,29.6,,,173.39999,465.20001,257.8,3.4,4.8
07/01/2016 18:00,25.8,29.2,,,158.39999,413.70001,251.8,3,4
07/01/2016 19:00,26.4,29.7,,,176.89999,445.60001,253.6,3.5,3.8
07/01/2016 20:00,22.4,25.9,,,139.10001,312.20001,245.5,3.5,3.5
07/01/2016 21:00,22.6,29.8,,,84.9,183.89999,240.5,3.4,3.3
07/01/2016 22:00,28.8,40.1,,,85.8,187.7,232.4,2.7,2.9
07/01/2016 23:00,26.8,38.2,,,59.2,132.39999,238,3.5,3.1
08/01/2016 00:00,16.7,22.7,,,68.7,136.7,237.7,3.3,2.4
08/01/2016 01:00,16.6,19.5,,,68,132.10001,234.8,2.8,2.1
08/01/2016 02:00,8.4,11.6,,,51.2,103.2,229.9,2.3,1.5
08/01/2016 03:00,12.5,15,,,53.7,108,218.9,1.9,0.7
08/01/2016 04:00,24.3,32.1,,,67.7,143.10001,169.1,1.7,0.3
08/01/2016 05:00,57.5,87.5,,,111.6,324.10001,152.6,2.1,0
08/01/2016 06:00,84.3,159.3,,,120.4,371.10001,177.1,2.2,0.8
08/01/2016 07:00,116.7,247.7,,,122.9,321.10001,186.1,2.1,1.5
08/01/2016 08:00,109.1,207.5,,,123.7,290.5,189.9,2.5,2.1
08/01/2016 09:00,97.5,184.2,,,107.3,300.70001,204.5,4,5.5
08/01/2016 10:00,91.5,167.3,,,150.39999,429.39999,198.1,4.1,6.9
08/01/2016 11:00,85.9,149.89999,,,147.39999,420.10001,203.2,4.2,7.7
08/01/2016 12:00,85.4,139.2,,,196,541,210.8,4.1,8.2
08/01/2016 13:00,75.1,119.7,,,120.1,325.70001,214.8,3.6,9.2
08/01/2016 14:00,70.8,108.7,,,148.8,369.10001,203.5,3.1,8.8
08/01/2016 15:00,87.6,123.3,,,133.5,345.20001,193.4,2.5,7
08/01/2016 16:00,101.2,156.3,,,148.89999,404.89999,201.8,3.3,7.3
08/01/2016 17:00,107.5,159.3,,,122.3,273.89999,203.5,3.6,8
08/01/2016 18:00,107.1,159.3,,,120.6,305.10001,225,3.6,8
08/01/2016 19:00,101.3,138,,,124,305.79999,210.7,2.4,7.6
08/01/2016 20:00,82.5,104,,,85.6,195,199.3,2.3,6.1
08/01/2016 21:00,66.9,87.4,,,73.8,175.60001,185,1.8,5.7
08/01/2016 22:00,60.5,74.3,,,93.3,230.8,151.8,2.1,5.6
08/01/2016 23:00,48.8,59.8,,,75.7,173.7,172.6,2.4,5.7
09/01/2016 00:00,36.7,46,,,54.1,109.4,191.4,3,5.4
09/01/2016 01:00,27.8,33,,,52.3,106.9,197.9,3.4,5.8
09/01/2016 02:00,22.4,28.1,,,40.7,85.2,200.1,3.3,6.1
09/01/2016 03:00,20.9,25.7,,,48.9,91.2,202.1,4,6.8
09/01/2016 04:00,26.7,38.4,,,42.7,75,204.2,3.6,7
09/01/2016 05:00,36.9,50.5,,,34.2,58.8,203.5,3.2,7
09/01/2016 06:00,43.6,59.8,,,38.8,67.9,199.6,3.4,7.3
09/01/2016 07:00,36.4,48.6,,,47.8,88.1,200,3.7,8.1
09/01/2016 08:00,45.2,62.7,,,70.6,153.3,196.4,4,8.6
09/01/2016 09:00,52.4,72,,,93.7,208.5,194,4.7,9.2
09/01/2016 10:00,44.6,60.3,,,75.1,140.3,191.6,5.1,9.8
09/01/2016 11:00,53,75.4,,,102.3,210.5,192.9,5.3,10.1
09/01/2016 12:00,59.6,81.8,,,110.5,234.10001,193.7,5.5,10.3
09/01/2016 13:00,61.8,87.1,,,110.6,246.3,191.7,5.3,10.1
09/01/2016 14:00,56.5,76.4,,,87.2,174.3,189.9,5.2,9.7
09/01/2016 15:00,48.8,66.7,,,53.6,108.3,183.4,5.1,9.5
09/01/2016 16:00,46.8,64.7,,,56.7,101.8,184.3,5.8,9.8
09/01/2016 17:00,44.7,61.3,,,56.8,97,186.7,6.4,10
09/01/2016 18:00,42.1,56.4,,,58,101,197.3,7.3,10.1
09/01/2016 19:00,31.8,42.8,,,53.5,102.6,196.5,6.2,9.6
09/01/2016 20:00,26.2,35,,,54.7,106.3,200.7,6.6,9.8
09/01/2016 21:00,32.4,43.8,,,70.5,145.60001,219.6,6.6,9.1
09/01/2016 22:00,28.3,38.9,,,46.6,84.3,230.7,6.1,8.1
09/01/2016 23:00,29.8,40.3,,,60.9,118,226.9,4.9,7.4
10/01/2016 00:00,35.5,44.7,,,70.7,143.3,214,4.6,5.5
10/01/2016 01:00,30.7,38.9,,,78.9,171.60001,223.9,5.7,5.8
10/01/2016 02:00,26.1,33,,,55.1,106.3,226.3,6,6
10/01/2016 03:00,21.4,25.7,,,49.8,90.4,230.9,6.7,6.2
10/01/2016 04:00,15.8,19.3,,,40.8,76.4,231,6.5,6.1
10/01/2016 05:00,22.3,32.5,,,35.8,74.5,234.6,6.5,6
10/01/2016 06:00,27.3,36.9,,,60.5,122.8,234.7,5.7,5.8
10/01/2016 07:00,27.2,35,,,56.7,118.7,228.8,4.9,5.5
10/01/2016 08:00,35.6,48.7,,,73.2,173.39999,230.1,4.4,5.4
10/01/2016 09:00,53.2,75.6,,,91.9,245.2,235.8,4,6.1
10/01/2016 10:00,56.8,80.5,,,108.6,274.60001,223.6,3.6,6.4
10/01/2016 11:00,58.3,81,,,129.3,328,218.9,4,7
10/01/2016 12:00,68,101.1,,,148,364.20001,220.3,3.8,7.4
10/01/2016 13:00,67.7,95.7,,,162.60001,390.89999,223.3,4.3,7.7
10/01/2016 14:00,75.9,104.6,,,151.39999,355,224.1,3.7,7.1
10/01/2016 15:00,69.5,91.8,,,121.9,284.70001,220.7,3.2,5.8
10/01/2016 16:00,63.7,82,,,106.3,230.8,225.3,3.1,5
10/01/2016 17:00,80.6,111.5,,,152.60001,406.89999,226.9,3.1,4.6
10/01/2016 18:00,71.4,90.4,,,119,261.10001,223.2,3.4,4.6
10/01/2016 19:00,70,90.9,,,115.7,265.29999,219.9,3.3,4.5
10/01/2016 20:00,72,91.9,,,104.5,245.39999,215.1,2.7,4
10/01/2016 21:00,62.3,81.6,,,56,101.9,199.9,2.5,3.3
10/01/2016 22:00,55.4,68.4,,,55,90.7,193.3,2.5,3.5
10/01/2016 23:00,41.6,52.2,,,47.1,83.3,182,2.5,3.5
11/01/2016 00:00,41.7,50.7,,,41.2,65.1,165.9,3.1,5.7
11/01/2016 01:00,25.9,29.1,,,53.9,90.8,167.7,3.8,6.6
11/01/2016 02:00,23.7,30.1,,,25.6,34.9,177.5,4.7,7.2
11/01/2016 03:00,19.5,23.2,,,10.9,13.5,185.7,4.9,7.5
11/01/2016 04:00,18.5,23.7,,,36,67.6,185.7,4.9,7.4
11/01/2016 05:00,35.2,48.8,,,82.9,205.10001,197.2,5.6,7.3
11/01/2016 06:00,67.8,103.3,,,61,134.60001,208.6,4,6.9
11/01/2016 07:00,114.3,176.5,,,201.3,660.40002,212.8,3.1,7
11/01/2016 08:00,108.3,151,,,140.8,417.29999,214.1,1.7,5.2
11/01/2016 09:00,79.6,106.3,,,179.7,523.5,263.2,2.7,6.9
11/01/2016 10:00,47.1,53.7,,,193.89999,572.09998,273,3.2,7.2
11/01/2016 11:00,40.1,49.3,,,189.39999,586.5,287.4,3,5.4
11/01/2016 12:00,37.1,47.3,,,215.8,589.29999,277.2,2.6,4.9
11/01/2016 13:00,33.4,40.9,,,211.5,580.29999,288.4,2.8,4.7
11/01/2016 14:00,40.6,47.8,,,196.2,628.79999,288.9,2.9,4.4
11/01/2016 15:00,48.7,55.7,,,199.89999,656.20001,277,3,3.9
11/01/2016 16:00,51.7,56.7,,,214.89999,656.20001,276.4,3,3.6
11/01/2016 17:00,54.7,60.1,,,176.39999,577.20001,279.2,3,3.3
11/01/2016 18:00,54.9,63.1,,,188.3,535.29999,272,3,3
11/01/2016 19:00,56.5,65.6,,,173.3,513.20001,270.6,2.6,2.9
11/01/2016 20:00,53.4,62.6,,,121.8,361.20001,268.8,2.2,2.8
11/01/2016 21:00,47.9,58.7,,,87.9,227.7,274.5,2.2,3.1
11/01/2016 22:00,46.4,56.2,,,83.7,222.3,269.3,2.1,3.5
11/01/2016 23:00,31.7,32.6,,,74.5,191.5,255.6,2.1,4
12/01/2016 00:00,24.5,25.2,,,68.4,174,272.7,4.2,2.8
12/01/2016 01:00,18.4,19.2,,,57.9,117.9,276.9,4.6,3
12/01/2016 02:00,15.4,17.3,,,34.6,69.8,274,4.6,3.3
12/01/2016 03:00,9.8,11.8,,,25.6,58.2,272.3,5.3,3.7
12/01/2016 04:00,8.8,12.3,,,27,62.2,277.3,5.6,3.8
12/01/2016 05:00,10.9,14.3,,,51.8,132.39999,275.4,5.3,3.8
12/01/2016 06:00,29.2,41.4,,,122.8,422.20001,268.7,5.3,3.6
12/01/2016 07:00,52.1,74.5,,,216.5,725.59998,264.8,5.4,3.5
12/01/2016 08:00,40.3,50.8,,,198.5,711.09998,268,6.3,3.9
12/01/2016 09:00,42.3,60.7,,,153.8,452.60001,269.8,6.9,4.8
12/01/2016 10:00,28.1,38,,,157.60001,426.60001,274.4,7.2,5.7
12/01/2016 11:00,25.4,33,,,148.89999,426.70001,284.1,7.7,5.7
12/01/2016 12:00,26.4,33,,,146.8,398.39999,288.4,7.4,6
12/01/2016 13:00,27.9,34,,,145.39999,456.89999,284.3,6.5,6.8
12/01/2016 14:00,25.8,30.1,,,102,346.29999,283.2,6.4,6.7
12/01/2016 15:00,33,39,,,195.3,586,285.1,6.7,6.1
12/01/2016 16:00,39.3,48.4,,,161.60001,411.89999,287.3,7.4,5.7
12/01/2016 17:00,47.9,55.3,,,142.5,420.60001,292.6,8.1,5.7
12/01/2016 18:00,43.2,46.9,,,156.39999,424.70001,300.8,8.6,6
12/01/2016 19:00,27.3,30.1,,,92.4,247.60001,308.4,8,6
12/01/2016 20:00,17,19.2,,,44,98,306.7,7.9,5.8
12/01/2016 21:00,13.4,14.2,,,39.7,86.7,305.5,7.5,5
12/01/2016 22:00,9.3,10.3,,,36.9,80,304.7,6.7,4.8
12/01/2016 23:00,5.2,6.3,,,27.5,60.7,302.4,6.6,4.5
13/01/2016 00:00,4.2,5.3,,,23,49.8,314.1,6.2,5.4
13/01/2016 01:00,6.2,8,,,24.3,45.2,302.9,5.6,5
13/01/2016 02:00,5.2,6.3,,,18.3,36.3,298.3,5,3.7
13/01/2016 03:00,4.1,3.8,,,20.5,37,297,5.2,3.2
13/01/2016 04:00,9.3,10.3,,,38.2,82,295.5,4.9,2.7
13/01/2016 05:00,12.4,15.2,,,67.5,178.3,294.6,4.7,2.5
13/01/2016 06:00,27.8,30.6,,,122.9,427,285.9,3.8,2
13/01/2016 07:00,37.3,44.5,,,299.89999,1044.30005,273.9,3,1.3
13/01/2016 08:00,48.3,60.8,,,247,822.09998,277.1,3.5,1.3
13/01/2016 09:00,58.1,81.7,,,210.89999,748,272.4,3.5,2
13/01/2016 10:00,43.2,56.4,,,208.89999,664,274,3.4,3.1
13/01/2016 11:00,39,48.9,,,194.2,640,269.5,3.4,4.5
13/01/2016 12:00,33.9,44.5,,,153.2,498,252.5,3.1,5.6
13/01/2016 13:00,39.6,51.4,,,179.8,498.29999,234.5,2.9,6.3
13/01/2016 14:00,48.1,66.8,,,146.60001,449.39999,221.5,2.5,5.3
13/01/2016 15:00,88.9,132.39999,,,151.3,482.20001,211,2.8,4.2
13/01/2016 16:00,107.9,172.60001,,,137.89999,345.39999,198.3,3,3.9
13/01/2016 17:00,96.7,151.8,,,115.5,273.39999,193.2,2.8,3.3
13/01/2016 18:00,89.7,126.5,,,119.3,325.39999,185.6,3.1,3.5
13/01/2016 19:00,72.6,97.2,,,85.5,220.10001,203.3,4.1,4.4
13/01/2016 20:00,60.5,78.8,,,87.7,193.8,227.1,3.9,5
13/01/2016 21:00,56.8,71.3,,,92.7,220.2,191.9,3.8,4.7
13/01/2016 22:00,42.8,55.4,,,85.7,177.10001,202.5,3.6,4.4
13/01/2016 23:00,35.8,43,,,66.4,139,235.7,3.9,4.8
14/01/2016 00:00,37.5,46.3,,,84.1,186.5,233.6,4,5.1
14/01/2016 01:00,14.5,16.5,,,58.9,112.1,250.9,4.2,5.1
14/01/2016 02:00,17.6,20.6,,,49.7,87.2,264.9,3.8,3.8
14/01/2016 03:00,8.3,9.2,,,31.1,55.9,263.3,3.8,3
14/01/2016 04:00,10.3,11.2,,,35.6,68.8,267.3,4.3,2.8
14/01/2016 05:00,13.5,15.6,,,63.8,152.10001,261.1,4.4,2.6
14/01/2016 06:00,24,30.1,,,111.7,318.29999,263.7,5.1,2.6
14/01/2016 07:00,45,59,,,204.2,707.90002,266.6,5.5,2.6
14/01/2016 08:00,42.8,55,,,164.8,511.70001,278.3,5.8,2.8
14/01/2016 09:00,39,47,,,169.3,529.5,280.6,5.1,3.3
14/01/2016 10:00,43.3,55,,,163.7,500.39999,289.6,6.1,4.8
14/01/2016 11:00,22.9,27.1,,,131,329.79999,297.8,6.9,5.6
14/01/2016 12:00,21.3,24.6,,,138.39999,406.10001,314.6,7,4.3
14/01/2016 13:00,20.8,23.6,,,103.9,258.5,319.9,6.6,3.7
14/01/2016 14:00,21.3,23.6,,,105.4,270.5,321.9,6,3.8
14/01/2016 15:00,22.3,24.6,,,119.6,297.60001,311.9,5.9,3
14/01/2016 16:00,27,29.6,,,149,364.60001,315.2,6.6,2.3
14/01/2016 17:00,28,30.1,,,125.6,335.60001,316.1,6.6,1.9
14/01/2016 18:00,22.8,25.1,,,123.9,266.70001,317.4,6.6,2
14/01/2016 19:00,24.9,27.1,,,81.4,170.60001,314.4,5.8,1.8
14/01/2016 20:00,23.9,26.1,,,53.8,112.7,314.3,6.1,1.9
14/01/2016 21:00,23.9,26.1,,,59,125.2,313.1,5.4,1.7
14/01/2016 22:00,18.6,19.6,,,43.1,86.6,309.8,5.4,1.4
14/01/2016 23:00,16.7,20.6,,,56.7,118,309.2,4.8,1.4
15/01/2016 00:00,13.8,15.1,,,50,104.5,303.9,4.5,0.5
15/01/2016 01:00,9,9.7,,,44.6,84.8,301.8,3.6,0.1
15/01/2016 02:00,9.4,10.6,,,34.8,65.2,296.9,3.1,-0.4
15/01/2016 03:00,10.4,11.1,,,39.1,80.4,308.1,3.6,-0.3
15/01/2016 04:00,12.4,13.1,,,48.9,103.2,311,3.8,-0.2
15/01/2016 05:00,23.3,24.6,,,82.4,210.89999,307.8,3.8,-0.2
15/01/2016 06:00,31.3,36.1,,,143.89999,479,305.4,4.3,-0.1
15/01/2016 07:00,35.3,38.6,,,208,665.29999,305.1,4.2,0
15/01/2016 08:00,46.3,51.6,,,165.5,532.29999,307.6,4.5,0.4
15/01/2016 09:00,42.2,47.6,,,177.8,536,322.5,5,2.3
15/01/2016 10:00,30.9,37.6,,,133.89999,371.29999,323.3,4.8,3.5
15/01/2016 11:00,24.8,34.1,,,97.4,276.29999,321.7,5.1,4.3
