datetext,no2_Putney,nox_Putney,no2_PutneyHS,nox_PutneyHS,no2_PutneyHSF,nox_PutneyHSF,wd,ws,temp
22/03/2016 02:00,70.6,87.8,105.7,235.39999,98,227.2,7.3,0.8,-0.3
22/03/2016 03:00,65.6,79.3,90.9,173.8,82.6,170,207.2,0.3,-1.2
22/03/2016 04:00,61.5,69.8,83.4,190,77.2,189.5,229.7,1.3,-1.3
22/03/2016 05:00,62.2,79.9,168.39999,463.20001,124.6,440.39999,235.3,1.7,-1.8
22/03/2016 06:00,78.9,140.5,252.8,773.5,198,702.70001,232.8,1.5,-1.1
22/03/2016 07:00,66,111.8,456.20001,1307.19995,278,1065.19995,323.2,0.8,2.5
22/03/2016 08:00,66.8,113.5,381.89999,1021.90002,233.10001,784.70001,337.5,0.6,5.5
22/03/2016 09:00,82.1,149.10001,317.89999,837.79999,187.3,608.29999,302.3,1,8.5
22/03/2016 10:00,72.7,115.4,333.10001,785.29999,191.3,554.5,295.6,2,10.4
22/03/2016 11:00,55.3,79.3,233.3,526.70001,160.60001,403,303.9,2.5,11.3
22/03/2016 12:00,51.1,73.6,218.8,539.09998,133.60001,369.70001,308.4,2.9,12
22/03/2016 13:00,39.8,49.9,211.39999,532,150.60001,390.79999,317.2,3.3,12.2
22/03/2016 14:00,42.1,56.7,199.10001,497.79999,157.3,371.60001,328.1,3.3,11.8
22/03/2016 15:00,42,51.1,263.39999,643.70001,167,472.29999,342.5,2.9,11.1
22/03/2016 16:00,38.4,41.5,373.60001,788.79999,200.8,506.29999,355.1,2.7,9.9
22/03/2016 17:00,38.5,42.1,259.60001,599.90002,177.2,419,2.3,2.6,7.6
22/03/2016 18:00,52.3,55.4,235.39999,483.10001,149.60001,338.10001,7.3,2,5.7
22/03/2016 19:00,54.7,62.8,200.89999,440.70001,151.3,349.60001,8,1.6,4.2
22/03/2016 20:00,64.7,73.7,150.10001,333.29999,131.3,298.60001,11.9,1.9,5.6
22/03/2016 21:00,62.2,69.7,129.10001,292.79999,116.5,247,19.5,1.9,5.8
22/03/2016 22:00,64.3,74.3,99.6,184.5,82.3,151.10001,3.7,1.7,5.8
22/03/2016 23:00,60.7,69.2,74.8,145.10001,67.2,116,354.4,1.7,5.7
23/03/2016 00:00,59.5,68.4,84.6,170,76.6,137.8,50,1.8,1.8
23/03/2016 01:00,53.4,56.3,71.4,126.3,68.8,108.1,52.3,1.9,1.1
23/03/2016 02:00,44.3,45.8,64.3,114.6,58.7,101.7,55.1,1.5,1.3
23/03/2016 03:00,52.2,55.6,79.7,166.39999,77.5,162.7,66.5,0.8,0.6
23/03/2016 04:00,55.8,69.2,86.6,158.2,71,152.60001,25.9,0.7,0.2
23/03/2016 05:00,47.6,51,111.6,248.8,84.8,232.7,4.7,1,-0.5
23/03/2016 06:00,57.5,73.8,263.39999,832.29999,189.2,718.20001,18.7,0.7,0
23/03/2016 07:00,71.1,110.8,399.39999,1149.59998,253.39999,929.70001,117.3,0.1,2.6
23/03/2016 08:00,68.4,100.6,427.79999,1211.69995,271.10001,897.09998,330.3,0.4,5.8
23/03/2016 09:00,72.5,126.7,325.20001,1026.19995,217.8,824.70001,331.4,1.2,8.9
23/03/2016 10:00,56.6,73.3,372,899.29999,214.2,636.90002,313.5,1.5,10.5
23/03/2016 11:00,45.5,57.3,281.10001,707.09998,192.2,533.59998,308.2,2,11.7
23/03/2016 12:00,,,232.5,592.5,157.8,446.10001,304,2.6,12.4
23/03/2016 13:00,,,312.29999,796.40002,208.8,584.29999,299.1,2.9,12.4
23/03/2016 14:00,44.4,52.2,358.70001,948.20001,262.5,748.70001,293.5,3,11.8
23/03/2016 15:00,58.1,65.8,422,1091.59998,288.60001,863.40002,291,3.1,11.1
23/03/2016 16:00,44.9,46.3,314.79999,814.59998,233.3,628.79999,292,2.9,9.9
23/03/2016 17:00,44.8,46.3,301.10001,764.90002,219.5,583.5,305.6,2.1,8
23/03/2016 18:00,48,49,344.39999,796,205.3,550.59998,302.5,2.4,6.5
23/03/2016 19:00,41.7,40.8,341,817.40002,232.10001,659.59998,291.6,2.8,7.4
23/03/2016 20:00,64.9,68.8,190.3,473.70001,158.2,414.20001,291.3,2.7,7.1
23/03/2016 21:00,61.8,63.8,176.2,425.10001,141.60001,382.39999,287.8,2.7,6.6
23/03/2016 22:00,84.3,99.7,168.89999,448.79999,148.8,412.39999,286.9,2.4,6.4
23/03/2016 23:00,76.3,83.1,161.10001,357.89999,120,308.60001,294.6,2.7,6.1
24/03/2016 00:00,41.6,39.3,143.89999,371.5,119.3,336.29999,268.8,2.1,3.3
24/03/2016 01:00,55.6,58.6,89.9,193.8,89.4,186.39999,274.5,1.9,2.3
24/03/2016 02:00,45.2,52.5,68.2,145.8,67,132.3,265.2,1.8,1.7
24/03/2016 03:00,23.3,21.5,60.5,112.3,52,103,269,2,1.6
24/03/2016 04:00,23.2,21.4,64,122.8,56.8,118.2,266.7,1.7,1.5
24/03/2016 05:00,28.1,26.8,109.7,285.5,91.3,268.89999,249.4,1.7,1.7
24/03/2016 06:00,26.3,22,196.10001,525.79999,134.7,435,253.6,1.9,2
24/03/2016 07:00,44.8,49.2,399.89999,1037.80005,247.7,793.5,256.1,2.4,3
24/03/2016 08:00,61.5,76.9,300.39999,811.5,200.10001,652.59998,266.6,3.6,4.8
24/03/2016 09:00,66,102.9,274.89999,643.29999,196.89999,508.10001,251.3,2.9,4.2
24/03/2016 10:00,56,65.2,289.20001,734.79999,194.39999,502.39999,235.3,3,5.5
24/03/2016 11:00,55.6,63.4,223.7,530.5,172.60001,402.20001,240.6,3.7,7.7
24/03/2016 12:00,23.7,28.6,256.20001,630.70001,171.3,457.89999,237.6,3.9,8.8
24/03/2016 13:00,70.2,97,274.79999,628.79999,201.3,487,244.2,5.2,10.6
24/03/2016 14:00,60.9,71.3,294.60001,606.59998,175.2,430.89999,240.3,4.8,10.1
24/03/2016 15:00,60.9,71.2,270.10001,691.70001,179.7,495.20001,242,4.1,9.1
24/03/2016 16:00,,,238.8,551.79999,171,424.79999,237.5,4.6,8.7
24/03/2016 17:00,,,237.39999,507.39999,159.7,379.39999,232.4,4.6,8.4
24/03/2016 18:00,,,258.39999,491.29999,169.3,395.60001,230.8,4.8,8.3
24/03/2016 19:00,,,249.89999,538.70001,164.39999,424.79999,232.8,5.3,8.4
24/03/2016 20:00,,,278,649.59998,197.10001,492,233.2,5.2,8.5
24/03/2016 21:00,,,178.89999,385.70001,152.3,338.20001,237.3,6,8.7
24/03/2016 22:00,,,138.2,306.89999,117,285.79999,238,5.7,8.9
24/03/2016 23:00,,,118.8,262.39999,98.4,220.8,240.1,4.8,9
25/03/2016 00:00,,,115,271.70001,100.5,246.8,236.6,3.8,8.5
25/03/2016 01:00,,,89,161.8,82.4,148.7,247.9,3.6,8.7
25/03/2016 02:00,,,49.7,109.1,52.8,98.8,264.6,2.9,8.6
25/03/2016 03:00,,,40,82.5,41,73.4,300.6,3,8.5
25/03/2016 04:00,,,53.5,126.5,55,116,354.9,3.7,8.4
25/03/2016 05:00,,,56,124.3,48.2,107.7,355.9,3.2,7.1
25/03/2016 06:00,,,99.8,233,78.7,193,356.9,3.6,6.4
25/03/2016 07:00,,,113.4,260.10001,86.3,215.39999,356.2,3.6,7.7
25/03/2016 08:00,,,78.6,173.39999,58.1,127.7,358.7,4.1,9.1
25/03/2016 09:00,,,157.39999,336.20001,85.4,217.3,1.2,3.7,10.5
25/03/2016 10:00,,,175.3,391.70001,120.5,287.20001,358,3.5,11.5
25/03/2016 11:00,,,192.89999,450.10001,134.8,313.5,342.4,3.1,12.5
25/03/2016 12:00,,,225.8,521.09998,141.39999,336.29999,322.2,3,12.9
25/03/2016 13:00,,,201.2,395.60001,124.2,259.39999,305,3.3,12.8
25/03/2016 14:00,,,190.8,459.89999,143.39999,336.20001,302.3,2.9,12.6
25/03/2016 15:00,,,249,559.40002,161.7,404.10001,287.9,2.5,12.2
25/03/2016 16:00,,,203.10001,498.5,177.3,412.70001,264,1.8,11.4
25/03/2016 17:00,,,246.39999,568,231.89999,509.20001,219.9,1.9,9.2
25/03/2016 18:00,,,182.7,447.39999,160,367,178,2.1,7
25/03/2016 19:00,,,139.60001,283,120.8,237.8,195.6,2.6,6.1
25/03/2016 20:00,,,184.2,373,147.3,328.10001,195.5,2.4,5.1
25/03/2016 21:00,,,117.9,261.20001,105.2,229.2,184.2,2.5,4.8
25/03/2016 22:00,,,66.8,120,59.2,99.3,181.3,2.7,4.7
25/03/2016 23:00,,,85.9,163.8,73.1,143.8,185,3,4.6
26/03/2016 00:00,,,65.6,106.9,49.7,81.7,181,3.1,4.9
26/03/2016 01:00,,,32.1,54,27.5,38.8,186.5,3.9,5.7
26/03/2016 02:00,,,30.2,47.3,23.2,33.4,189.7,4.2,6.3
26/03/2016 03:00,,,33.3,43.6,21.3,31.1,191.3,4.3,6.7
26/03/2016 04:00,,,37,65.8,32.6,54.5,192.9,4.1,6.4
26/03/2016 05:00,,,64.1,89.2,42.4,71.4,197.4,5.1,6.6
26/03/2016 06:00,,,54.3,113.8,45.8,84.3,192.1,5.5,7.9
26/03/2016 07:00,,,40.1,82.6,33.7,58.9,194.9,5.8,8.4
26/03/2016 08:00,,,71.1,109.7,40.3,75,197.8,6,9
26/03/2016 09:00,,,102.7,180.2,68.2,126.1,201.5,6.5,9.3
26/03/2016 10:00,,,101.7,169.10001,68.2,126.3,205,7.5,10.4
26/03/2016 11:00,,,96.1,171.3,68.2,131.60001,198.6,7.2,11.3
26/03/2016 12:00,,,90.6,194.89999,69.5,134.60001,205.3,8,12
26/03/2016 13:00,,,127.4,266.29999,83.1,175,208.8,7.6,12.4
26/03/2016 14:00,,,95.5,192.7,73.9,153.39999,208.6,7.6,12.3
26/03/2016 15:00,,,97.2,165.89999,69.6,130.10001,206.7,7.7,12.7
26/03/2016 16:00,,,65.2,132.8,50.2,102.6,204.4,8.3,12.9
26/03/2016 17:00,,,65.7,136.60001,49.5,103.2,203.1,8.4,12.9
26/03/2016 18:00,,,93.7,160.7,71.5,124.7,220.3,9.2,12.5
26/03/2016 19:00,,,148.3,239.5,92.7,184.10001,242.1,7,11.2
26/03/2016 20:00,,,108.7,189.3,87.5,164.60001,234.5,6.8,9.7
26/03/2016 21:00,,,108.1,202.5,93.8,174.89999,235.2,6,9.1
26/03/2016 22:00,,,95,181.10001,86.3,152.89999,239.6,5,8.7
26/03/2016 23:00,,,103.9,171.89999,74.6,150.39999,244.5,4.9,8.4
27/03/2016 00:00,,,175.7,331.89999,127.6,264.89999,217.2,4,5.9
27/03/2016 01:00,,,143.10001,259,108.4,230,221.4,4.2,5.7
27/03/2016 02:00,,,92.7,169,72.4,154.7,218.5,4.1,5.5
27/03/2016 03:00,,,62,104.7,54,105.5,218.6,4.4,5.5
27/03/2016 04:00,,,76.3,124.6,57.2,108.8,217.9,4.8,5.6
27/03/2016 05:00,,,65.5,103.3,52.4,92,214.3,4.9,5.6
27/03/2016 06:00,,,82.3,164.39999,77.1,147.39999,212.5,5.4,6.3
27/03/2016 07:00,,,98.9,194.89999,73.7,161.3,217.4,6.3,7.7
27/03/2016 08:00,,,147.3,293.70001,90.5,216.60001,219.3,6.8,8.8
27/03/2016 09:00,,,138.5,264.79999,81.4,191.3,220.1,7.4,9.7
27/03/2016 10:00,,,136.39999,271.20001,99.6,193.3,220.2,8.7,10.8
27/03/2016 11:00,,,152,328.10001,115.9,255.7,218,9.2,10.9
27/03/2016 12:00,,,152.60001,299.79999,119.5,257.89999,216.7,9.1,10.4
27/03/2016 13:00,,,141.2,273.29999,112.2,219.39999,222.8,9.1,11
27/03/2016 14:00,,,126.1,238.60001,84.2,182.2,228.2,8.8,10.6
27/03/2016 15:00,,,120,236.3,78.8,165.89999,227,8.2,10.1
27/03/2016 16:00,,,155.89999,297.5,84.4,212.5,221.3,6.7,9.6
27/03/2016 17:00,,,152.5,275.79999,102.3,198.2,209.7,5.2,8.3
27/03/2016 18:00,,,159.8,324.79999,125.8,262.39999,203.9,5.1,8.2
27/03/2016 19:00,,,185.5,375.29999,132.89999,312.29999,209.4,6.8,8.4
27/03/2016 20:00,,,131.8,291.39999,102.9,228,194.4,5.9,8.3
27/03/2016 21:00,,,33.5,108.2,41.1,73.8,197.7,7.2,8.4
27/03/2016 22:00,,,51.6,118.7,42.5,82.2,194.1,8.6,7.8
27/03/2016 23:00,,,38.8,74.6,27.6,52.6,183.6,9,7.7
28/03/2016 00:00,,,30.9,47.4,15.2,30.7,194.7,11,8.4
28/03/2016 01:00,,,14.8,29.1,9.4,20.7,196.3,11.7,8.9
28/03/2016 02:00,,,12.7,25.7,8.3,17.4,198.7,11,9.3
28/03/2016 03:00,,,10.5,24.6,9.8,18.3,206.2,10.8,10
28/03/2016 04:00,,,28.8,58.3,23,44.4,216.4,10.5,9.5
28/03/2016 05:00,,,31.9,74.8,31.2,67,232.7,10.7,6.1
28/03/2016 06:00,,,36.7,66.8,25.1,56.3,262.9,12.4,4.5
28/03/2016 07:00,,,44.6,60.6,22.3,47.4,270.9,11.7,5.3
28/03/2016 08:00,,,51.8,138,50.8,114.3,268.7,9,6.8
28/03/2016 09:00,,,102.8,228,70.7,157.5,265.6,8.7,8
28/03/2016 10:00,,,138.3,318.89999,97.4,225.89999,265.5,8.9,9.3
28/03/2016 11:00,,,118.5,237.7,79,176.60001,263.6,8.7,10.3
28/03/2016 12:00,,,183.39999,395.79999,112.8,248.10001,267,8,10.9
28/03/2016 13:00,,,131.10001,290.89999,100.9,215.39999,267.2,7.5,11
28/03/2016 14:00,,,217.5,416.5,117.5,267.20001,266.5,6.5,11
28/03/2016 15:00,,,131.3,273,101.7,220.60001,265.6,5.5,10.8
28/03/2016 16:00,,,247,564,172.7,388.20001,237.3,3.7,9
28/03/2016 17:00,,,176.8,397.70001,132,323.89999,237,3.4,7.2
28/03/2016 18:00,,,208.60001,432.89999,141.8,319,233.9,2.9,6.2
28/03/2016 19:00,,,162.8,362.10001,128.3,282.60001,237.8,3.2,5.7
28/03/2016 20:00,,,128.60001,253.7,96,213,246.5,3.3,5.4
28/03/2016 21:00,,,141.3,258.70001,100.7,222.39999,248.6,3.1,4.8
28/03/2016 22:00,,,100.7,197,77.1,155.89999,243.6,2.9,5
28/03/2016 23:00,,,98.6,175.5,79.3,167.39999,255.2,3.3,5.7
29/03/2016 00:00,,,67.9,119.7,63.8,122.2,240.7,4.2,5.5
29/03/2016 01:00,,,48.2,53.1,29.1,53.3,248.9,4.5,5.9
29/03/2016 02:00,,,46.9,50.9,22.2,44.5,249.9,5.1,6
29/03/2016 03:00,,,38.8,73.1,34.5,66.8,257.3,5.9,5.8
29/03/2016 04:00,,,86,156.8,65.7,141.2,250.7,5.5,5.5
29/03/2016 05:00,,,149.89999,374,118.4,320.70001,247.3,4.8,4.7
29/03/2016 06:00,,,278.89999,633.09998,166.3,464.29999,252.7,6,5.7
29/03/2016 07:00,,,277.89999,536.70001,137.39999,360.39999,256.2,6,7.3
29/03/2016 08:00,,,247.7,594.09998,154.60001,418.89999,254.5,6.3,8.6
29/03/2016 09:00,,,257.29999,608.40002,175.89999,427.29999,254.4,6.5,9.7
29/03/2016 10:00,,,254.2,533.09998,136.2,320.89999,255.2,6.8,10.7
29/03/2016 11:00,,,227.3,513.29999,131,361.10001,251.2,6.9,11.4
29/03/2016 12:00,,,282.10001,679.40002,169.10001,433.29999,237.7,6.3,11.6
29/03/2016 13:00,,,227.3,539.79999,141.39999,352.60001,226.6,6.4,11
29/03/2016 14:00,,,214.39999,488.10001,138,348.29999,221.9,5.9,9.6
29/03/2016 15:00,,,205.60001,478.70001,142.10001,332.29999,206.7,4.8,9.2
29/03/2016 16:00,,,207.10001,456.5,141.3,327.79999,201.9,5.6,8.8
29/03/2016 17:00,,,232.89999,468,136.39999,320,222.3,7.3,8.3
29/03/2016 18:00,,,231.60001,497.39999,162,365,238.9,5.8,7.5
29/03/2016 19:00,,,219.89999,509.5,165.89999,387.39999,240.7,4.4,7.5
29/03/2016 20:00,,,161,312.60001,107.2,249.5,242.5,4.2,7.5
29/03/2016 21:00,,,158.8,351.70001,129.2,297.89999,241.2,3.4,6.3
29/03/2016 22:00,,,154.8,314.79999,123.5,264.89999,248.4,4,5.8
29/03/2016 23:00,,,200.5,418.70001,142,346.39999,241.9,3.6,5.1
30/03/2016 00:00,,,95.9,151.2,80.5,151.7,218.1,2.8,3
30/03/2016 01:00,,,53.7,105.5,53.7,100.7,219.1,3.1,3
30/03/2016 02:00,,,56.2,97.7,51.1,100.7,234.9,3.5,3.4
30/03/2016 03:00,,,53,109.3,55.3,108.6,245.1,3.6,3.5
30/03/2016 04:00,,,94.3,210.7,82.6,191.89999,253.9,3.3,3.3
30/03/2016 05:00,,,222.10001,605.70001,128.2,418.79999,248.9,3.2,2.9
30/03/2016 06:00,,,322.39999,799.90002,197.5,567.29999,257.7,3.9,4.4
30/03/2016 07:00,,,257.29999,604.29999,174.3,471.10001,257.3,3.9,6.7
30/03/2016 08:00,,,259.89999,613.29999,180.8,442.79999,262.8,4.4,8.7
30/03/2016 09:00,,,254.8,642.59998,181.2,503.39999,267.7,4.8,10.2
30/03/2016 10:00,,,236.39999,529.40002,149.7,388.29999,265.6,4.7,11.1
30/03/2016 11:00,,,262.20001,560.70001,155.7,379.70001,264,4.5,11.8
30/03/2016 12:00,,,219.3,524.79999,152.60001,383.29999,261.8,4.4,11.8
30/03/2016 13:00,,,232.10001,494.20001,141.5,343.70001,258,4.2,11.8
30/03/2016 14:00,,,265.10001,651.20001,178.5,468.39999,259,3.9,11.4
30/03/2016 15:00,,,290.89999,640.79999,202.89999,482.89999,259.2,3.3,10.6
30/03/2016 16:00,,,328.5,797.59998,228,608.09998,228.4,2,9.3
30/03/2016 17:00,,,255.3,577.59998,180,436.20001,213.9,2.2,7.5
30/03/2016 18:00,,,209.5,503.5,176.2,431.60001,222.8,2.1,6.2
30/03/2016 19:00,,,185.89999,428.20001,136.60001,372.79999,231,1.8,5.1
30/03/2016 20:00,,,153.8,370.29999,122.5,311.70001,253.5,1.8,4.3
30/03/2016 21:00,,,148.89999,351.39999,127.4,320.79999,281.9,1.7,3.7
30/03/2016 22:00,,,140,333.5,114.8,305.79999,318.2,1.6,3
30/03/2016 23:00,,,142.3,323.70001,116.5,309.89999,0.4,2.1,2.8
31/03/2016 00:00,,,100.6,205.89999,94,205.39999,342.2,2.3,2.7
31/03/2016 01:00,,,78.4,139.60001,74.5,145.8,353.8,2,1.7
31/03/2016 02:00,,,49.1,93.3,57.4,97.9,355.5,2,1.1
31/03/2016 03:00,,,56.1,117.9,58.8,119,15.6,1.7,1
31/03/2016 04:00,,,89.2,182.39999,72.6,166.7,15.9,1.7,0.8
31/03/2016 05:00,,,171.10001,448.5,118.7,313.20001,6.9,1.6,0.5
31/03/2016 06:00,,,237.39999,645.59998,171,496.39999,5,1.5,0.7
31/03/2016 07:00,,,207,562.29999,145.7,381.39999,16.2,2.4,3.5
31/03/2016 08:00,,,230.39999,530.40002,146.3,398.79999,21.4,2.5,6.4
31/03/2016 09:00,,,244.39999,582.70001,144.8,408.89999,25.7,3.1,8.2
31/03/2016 10:00,,,206.7,525.09998,140.7,390.20001,28.6,3.5,9.6
31/03/2016 11:00,,,182.39999,434.60001,133.10001,312.29999,31.4,3.6,11.2
31/03/2016 12:00,,,258.10001,550.70001,134.5,364.70001,29.5,3.8,12
31/03/2016 13:00,,,,,135.3,344.89999,28.5,3.9,12.2
31/03/2016 14:00,,,149.3,475.29999,158.7,370.20001,28.7,4,12.1
31/03/2016 15:00,,,173.8,546.79999,171.2,386.29999,27.2,3.7,11.5
31/03/2016 16:00,,,166.3,417.29999,119.2,285.70001,32.8,3.1,10.7
31/03/2016 17:00,,,199.5,522.5,139.39999,357,36.3,1.7,8.9
31/03/2016 18:00,,,140,315.79999,90.4,185.10001,32.8,1.8,6.7
31/03/2016 19:00,,,57.9,91.8,55.9,80.8,31.1,1.6,5.2
31/03/2016 20:00,,,127.1,235.8,91.6,173.10001,16.5,1.5,4
31/03/2016 21:00,,,140.3,312.29999,112.4,255.3,18.4,1.5,3
31/03/2016 22:00,,,123.5,349,120,308,57.1,1.3,2.2
31/03/2016 23:00,,,104.6,266.20001,102.3,239.8,127.5,0.9,1.5
01/04/2016 00:00,,,101.9,285.70001,103.8,270.70001,181.6,1.5,0.2
01/04/2016 01:00,,,81.4,224.5,79.1,210.5,198.8,0.9,-0.6
01/04/2016 02:00,,,84.6,257.39999,81.8,244,102.4,0,-1.4
01/04/2016 03:00,,,64.9,183.5,66.6,173.7,69.5,0.4,-1.5
01/04/2016 04:00,,,69,187.7,61.9,167.2,111,1.3,-1.5
01/04/2016 05:00,,,103.2,345.89999,82.1,259.70001,128.3,1.8,-1.7
01/04/2016 06:00,,,128.5,482.10001,103.8,367.89999,140,1.5,-0.2
01/04/2016 07:00,,,101.1,284.79999,89.7,239.3,177.6,1.7,4.6
01/04/2016 08:00,,,175.2,306.60001,85.2,180.2,183.1,2.9,8.4
01/04/2016 09:00,,,147.39999,403.29999,128.8,310.79999,195.1,3.9,10.7
01/04/2016 10:00,,,192.39999,433.70001,130.60001,308.79999,200.8,4.5,11.6
01/04/2016 11:00,,,189.39999,394.70001,125.6,285.20001,204.9,5,12.4
01/04/2016 12:00,,,184.8,451.39999,156.39999,348.5,207.2,5.1,12.5
01/04/2016 13:00,,,162.89999,349.5,133.5,257.5,205.8,5.2,12
01/04/2016 14:00,,,156.60001,384.89999,131.5,305.10001,205.1,5.2,11.3
01/04/2016 15:00,,,212.10001,471.60001,157.39999,335.5,204.9,4.6,10.4
01/04/2016 16:00,,,223.60001,486.29999,180.89999,379.5,198.3,3.7,9.3
01/04/2016 17:00,,,253,498,160.39999,327.89999,187.3,2.6,7.5
01/04/2016 18:00,,,169.39999,429.39999,171.5,350.29999,176.5,2.5,6.4
01/04/2016 19:00,,,113.9,221.10001,95,183.60001,172.1,2.4,5.7
01/04/2016 20:00,,,68.2,141.10001,60.9,107.2,166.2,2.3,5.1
01/04/2016 21:00,,,65.1,124.5,58.3,91.3,161.9,2.2,4.2
01/04/2016 22:00,,,47.5,86.4,41.4,65.8,151.8,2.2,3.2
01/04/2016 23:00,,,44.9,90.9,39.2,62.2,145.8,2.2,2.5
02/04/2016 00:00,,,39,67.7,33.5,53.3,168.3,2.5,5
02/04/2016 01:00,,,38,67.4,32.5,53.8,174.9,2.6,4.7
02/04/2016 02:00,,,39.7,78.9,37.7,62.7,178.6,2.6,4.8
02/04/2016 03:00,,,46.3,91.1,43.2,73.7,179.2,2.4,4.6
02/04/2016 04:00,,,45.2,81.8,34,58.1,175.6,2.4,4.1
02/04/2016 05:00,,,45.6,83.4,37.8,59.3,175.5,2.5,4.8
02/04/2016 06:00,,,52.4,114.4,45.8,86.5,178.2,2.8,5.4
02/04/2016 07:00,,,68.7,173,67.5,132.89999,189.7,2.7,8.4
02/04/2016 08:00,,,122.3,281.39999,95.9,209.8,194,3.8,10.7
02/04/2016 09:00,,,122,267.89999,92.4,191.10001,192.4,4.4,12.2
02/04/2016 10:00,,,108.6,227.60001,87.5,168.5,191.3,4.4,13.1
02/04/2016 11:00,,,98.2,225.39999,92,169,185.5,4.4,13.6
02/04/2016 12:00,,,90.4,210.3,71.8,170.2,181.2,4.3,13.8
02/04/2016 13:00,,,65.3,143,54.1,99.3,174.7,4.1,13
02/04/2016 14:00,,,73.4,147.8,64.1,106.2,165.7,3.7,11.9
02/04/2016 15:00,,,38.9,71.1,32.2,51.4,152.1,3.4,10.6
02/04/2016 16:00,,,28,47.1,24.4,36.6,143.2,3.3,9.1
02/04/2016 17:00,,,41.5,73.8,36.7,54.9,138.2,2.5,8.2
02/04/2016 18:00,,,44,70.1,35.5,49.5,119.5,2.2,8
02/04/2016 19:00,,,50.6,89.8,44.4,61.9,102.6,2,8
02/04/2016 20:00,,,58.8,90.6,49.2,69.5,101.3,1.9,8.1
02/04/2016 21:00,,,52.1,72.3,48.1,60.7,115.9,2,8.1
02/04/2016 22:00,,,45.9,68.8,43.9,57.9,136.4,1.7,8.2
02/04/2016 23:00,,,43.5,65.7,39.4,51.4,159.7,1.1,8.1
03/04/2016 00:00,,,38.2,71.9,33.8,51.7,151.3,1.4,6.6
03/04/2016 01:00,,,50,125.1,47.3,111.8,192.2,1.9,6.9
03/04/2016 02:00,,,53,129.8,55.2,120.5,219.7,2.7,7.3
03/04/2016 03:00,,,49.5,109.3,50.2,105.7,222.9,2.3,7.4
03/04/2016 04:00,,,63.9,156.3,65.1,150.60001,170.9,1.6,5.8
03/04/2016 05:00,,,45.7,105.6,41.8,90.1,169.6,2.3,5.3
03/04/2016 06:00,,,50.2,108.7,42.4,88.8,175.2,2.5,6.4
03/04/2016 07:00,,,56,154.39999,53.8,136,169.5,2.6,6.8
03/04/2016 08:00,,,61,145.89999,54.2,122.7,167.2,2.6,7.7
03/04/2016 09:00,,,78.4,181.7,47,97.5,148.4,3.1,8.9
03/04/2016 10:00,,,76.4,155.60001,59.1,122.4,139.3,3.2,11.8
03/04/2016 11:00,,,67.4,139.2,55.9,110.3,148.1,4,13
03/04/2016 12:00,,,76.2,166.3,58.3,114.5,152.1,3.8,13.2
03/04/2016 13:00,,,64.9,124.5,53.4,90,154.9,4,13
03/04/2016 14:00,,,60.3,108.2,57.4,88.9,155.2,4,11.9
03/04/2016 15:00,,,20.6,32.3,17.1,21.9,149.2,3.1,10.7
03/04/2016 16:00,,,22.2,33.7,19.3,24.6,126.6,2.4,10.6
03/04/2016 17:00,,,38.2,55.9,32.7,44,117,1.8,9.3
03/04/2016 18:00,,,32,44.4,26.1,29.9,118.5,2,9.5
03/04/2016 19:00,,,57.6,85.7,44.9,60,122.4,1.3,9.5
03/04/2016 20:00,,,79.6,114.6,69.5,96.9,81.1,0.9,9.3
03/04/2016 21:00,,,69.2,107.4,65.7,93.8,87.3,2.1,9.4
03/04/2016 22:00,,,70.7,139.89999,65.5,120.5,150.1,2.3,9.7
03/04/2016 23:00,,,87.2,183.7,80.7,169.39999,219.4,4.9,9.9
04/04/2016 00:00,,,48.1,99.2,47.2,88.2,181.1,2.6,6.8
04/04/2016 01:00,,,35.1,65.2,35.7,58.8,185.4,2.9,7.3
04/04/2016 02:00,,,32.2,59.3,30.4,52.8,197,3,7.4
04/04/2016 03:00,,,40.5,87.7,40.8,75.8,194.4,3,7.5
04/04/2016 04:00,,,101.7,239.5,83.5,195.7,189.9,2.7,7.5
04/04/2016 05:00,,,104.9,255.8,80.6,169.89999,188.7,2.9,7.4
04/04/2016 06:00,,,167.3,385.5,111.6,244.5,188.1,2.8,7.4
04/04/2016 07:00,,,175.3,404.5,107.2,265.20001,187.8,4,9.7
04/04/2016 08:00,,,168,412.20001,140.3,305.70001,176.5,3.5,9.6
04/04/2016 09:00,,,174.8,361.5,118.5,255.5,159.1,4.2,10.9
04/04/2016 10:00,,,83.9,187.2,66.6,135.5,177.6,4.7,11.8
04/04/2016 11:00,,,134,270.10001,101,199.5,196.7,5.6,12.8
04/04/2016 12:00,,,106.8,225,84,165.60001,198.7,5.1,12.4
04/04/2016 13:00,,,161,347.70001,108.6,242,206.7,5.2,12.9
04/04/2016 14:00,,,133.3,317.89999,115.6,235.7,208.7,5,13.1
04/04/2016 15:00,,,208,505.29999,169.10001,383.5,210.7,5,13.2
04/04/2016 16:00,,,119.2,249.60001,99.3,186.7,211.5,3.9,11.6
04/04/2016 17:00,,,126.2,251.3,85.8,160,209.4,2.6,9.8
04/04/2016 18:00,,,120.9,237.89999,106.6,192.7,207.1,2.2,8.1
04/04/2016 19:00,,,101.2,193.89999,85.1,152.5,199.9,1.7,6.8
04/04/2016 20:00,,,107.9,242.2,97.9,203.89999,199.3,2.5,7.7
